url,gender
"https://www2.hm.com/bg_bg/jeni/pazaruvane-po-vid-produkt/obuvki.html", jeni
"https://www2.hm.com/bg_bg/maje/novi-stoki/obuvki-i-aksesoari.html",maje





